date,overall_aqi
2017-01-27,187.92
2017-01-28,170.88
2017-01-29,179.66
2017-01-30,178.11
2017-01-31,192.56
2017-02-01,194.11
2017-02-02,185.34
2017-02-03,178.62
2017-02-04,178.11
2017-02-05,176.04
2017-02-06,186.37
2017-02-07,193.6
2017-02-08,184.82
2017-02-09,187.92
2017-02-10,188.95
2017-02-11,202.49
2017-02-12,204.47
2017-02-13,201.5
2017-02-14,205.46
2017-02-15,202.49
2017-02-16,196.7
2017-02-17,193.08
2017-02-18,193.08
2017-02-19,201.5
2017-02-20,199.28
2017-02-21,192.56
2017-02-22,188.43
2017-02-23,177.59
2017-02-24,185.85
2017-02-25,184.3
2017-02-26,195.66
2017-02-27,192.56
2017-02-28,191.53
2017-03-01,194.11
2017-03-02,197.21
2017-03-03,213.39
2017-03-04,201.5
2017-03-05,205.46
2017-03-06,206.45
2017-03-07,205.46
2017-03-08,208.43
2017-03-09,188.43
2017-03-10,191.53
2017-03-11,185.85
2017-03-12,180.69
2017-03-13,184.82
2017-03-14,197.73
2017-03-15,195.66
2017-03-16,196.18
2017-03-17,197.73
2017-03-18,195.15
2017-03-19,195.15
2017-03-20,228.25
2017-03-21,213.39
2017-03-22,210.41
2017-03-23,235.19
2017-03-24,231.23
2017-03-25,198.76
2017-03-26,199.28
2017-03-27,186.37
2017-03-28,189.98
2017-03-29,225.28
2017-03-30,192.05
2017-03-31,198.24
2017-04-01,197.21
2017-04-02,172.94
2017-04-03,181.72
2017-04-04,194.11
2017-04-05,202.49
2017-04-06,208.43
2017-04-07,212.4
2017-04-08,246.09
2017-04-09,216.36
2017-04-10,207.44
2017-04-11,206.45
2017-04-12,214.38
2017-04-13,197.73
2017-04-14,168.81
2017-04-15,167.26
2017-04-16,162.62
2017-04-17,161.07
2017-04-18,161.07
2017-04-19,171.4
2017-04-20,176.56
2017-04-21,192.05
2017-04-22,208.43
2017-04-23,212.4
2017-04-24,209.42
2017-04-25,207.44
2017-04-26,205.46
2017-04-27,212.4
2017-04-28,199.79
2017-04-29,164.17
2017-04-30,167.78
2017-05-01,185.85
2017-05-02,182.24
2017-05-03,183.27
2017-05-04,192.05
2017-05-05,169.33
2017-05-06,154.87
2017-05-07,179.14
2017-05-08,195.15
2017-05-09,238.16
2017-05-10,170.36
2017-05-11,157.97
2017-05-12,160.04
2017-05-13,155.39
2017-05-14,99.16
2017-05-15,117.01
2017-05-16,131.78
2017-05-17,162.1
2017-05-18,117.01
2017-05-19,144.09
2017-05-20,162.62
2017-05-21,168.81
2017-05-22,177.59
2017-05-23,169.85
2017-05-24,163.13
2017-05-25,168.81
2017-05-26,156.42
2017-05-27,157.45
2017-05-28,165.72
2017-05-29,164.17
2017-05-30,162.1
2017-05-31,156.42
2017-06-01,162.1
2017-06-02,159.0
2017-06-03,157.97
2017-06-04,154.36
2017-06-05,159.52
2017-06-06,164.17
2017-06-07,161.07
2017-06-08,149.02
2017-06-09,149.02
2017-06-10,146.55
2017-06-11,153.84
2017-06-12,172.94
2017-06-13,156.42
2017-06-14,151.77
2017-06-15,152.29
2017-06-16,163.13
2017-06-17,157.97
2017-06-18,151.26
2017-06-19,152.29
2017-06-20,149.02
2017-06-21,151.26
2017-06-22,131.78
2017-06-23,146.55
2017-06-24,156.42
2017-06-25,141.63
